14:21:00,94,13000,12906,99%,09/09/2016 14:21:51
14:21:00,95,13000,12906,99%,09/09/2016 14:21:53
14:21:00,96,13000,12906,99%,09/09/2016 14:21:54
14:21:00,97,13000,12906,99%,09/09/2016 14:21:57
14:21:00,98,13000,12906,99%,09/09/2016 14:21:59
14:21:00,99,13000,12906,99%,09/09/2016 14:22:02
14:21:00,100,13000,12906,99%,09/09/2016 14:22:09
14:21:00,101,13000,12906,99%,09/09/2016 14:22:10
14:21:00,102,13000,12906,99%,09/09/2016 14:22:12
14:21:00,103,13000,12906,99%,09/09/2016 14:22:14
14:21:00,104,13000,12906,99%,09/09/2016 14:22:16
14:23:00,105,13000,12912,99%,09/09/2016 14:24:17
14:23:00,106,13000,12912,99%,09/09/2016 14:24:19
14:23:00,107,13000,12912,99%,09/09/2016 14:24:21
14:23:00,108,13000,12912,99%,09/09/2016 14:24:23
14:28:00,109,13000,13000,100%,09/09/2016 14:29:10
14:30:00,110,13000,13009,100%,09/09/2016 14:31:00
15:01:00,111,13000,13070,100%,09/11/2016 23:52:51
15:01:00,112,13000,13070,100%,09/11/2016 23:52:51
15:01:00,113,13000,13070,100%,09/11/2016 23:52:52
15:01:00,114,13000,13070,100%,09/11/2016 23:52:52
15:01:00,115,13000,13070,100%,09/11/2016 23:52:52
15:01:00,116,13000,13070,100%,09/11/2016 23:52:52
15:01:00,117,13000,13070,100%,09/11/2016 23:52:52
15:01:00,118,13000,13070,100%,09/11/2016 23:52:53
15:01:00,119,13000,13070,100%,09/11/2016 23:52:53
15:01:00,120,13000,13070,100%,09/11/2016 23:52:53
15:01:00,121,13000,13070,100%,09/11/2016 23:52:53
15:01:00,122,13000,13070,100%,09/11/2016 23:52:53
15:01:00,123,13000,13070,100%,09/11/2016 23:52:53
15:01:00,124,13000,13070,100%,09/11/2016 23:52:54
15:01:00,125,13000,13070,100%,09/11/2016 23:52:54
15:01:00,126,13000,13070,100%,09/11/2016 23:52:54
15:01:00,127,13000,13070,100%,09/11/2016 23:52:54
15:01:00,128,13000,13070,100%,09/11/2016 23:52:54
15:01:00,129,13000,13070,100%,09/11/2016 23:52:55
15:01:00,130,13000,13070,100%,09/11/2016 23:52:55
15:01:00,131,13000,13070,100%,09/11/2016 23:52:55
15:01:00,132,13000,13070,100%,09/11/2016 23:52:55
15:01:00,133,13000,13070,100%,09/11/2016 23:52:55
15:01:00,134,13000,13070,100%,09/11/2016 23:52:56
15:01:00,135,13000,13070,100%,09/11/2016 23:52:56
15:01:00,136,13000,13070,100%,09/11/2016 23:52:56
15:01:00,137,13000,13070,100%,09/11/2016 23:52:56
15:01:00,138,13000,13070,100%,09/11/2016 23:52:56
